Last,First,year_start,year_end,trimmed_first,years_played
Wade, Jim,1949,1949,Jim,0
Thompson, Tommy,1949,1953,Tommy,4
Davis, Harper,1949,1951,Harper,2
Karstens, George,1949,1949,George,0
Panciera, Don,1949,1952,Don,3
Cathcart, Sam,1949,1952,Sam,3
Pifferini, Bob,1949,1949,Bob,0
Orlich, Dan,1949,1951,Dan,2
Jenkins, Jon,1949,1950,Jon,1
Vasicek, Vic,1949,1950,Vic,1
Barbolak, Pete,1949,1949,Pete,0
Baker, Jon,1949,1952,Jon,3
Patterson, Paul,1949,1949,Paul,0
Goode, Rob,1949,1955,Rob,6
Cain, Jim,1949,1955,Jim,6
Garza, Dan,1949,1951,Dan,2
Goldsberry, John,1949,1950,John,1
Ziegler, Frank,1949,1953,Frank,4
Balog, Bob,1949,1950,Bob,1
Kirby, Jack,1949,1949,Jack,0
Quilter, Charley,1949,1950,Charley,1
Walsh, Bill,1949,1954,Bill,5
Evans, Ray,1949,1950,Ray,1
Tillman, Pete,1949,1949,Pete,0
Addams, Abe,1949,1949,Abe,0
Van Brocklin, Norm,1949,1960,Norm,11
Sabuco, Tino,1949,1949,Tino,0
Hafen, Barney,1949,1950,Barney,1
Leonard, Bill,1949,1949,Bill,0
Fletcher, Ollie,1949,1949,Ollie,0
Tamburo, Sam,1949,1949,Sam,0
Kershaw, George,1949,1949,George,0
Gaul, Frank,1949,1949,Frank,0
Paine, Homer,1949,1949,Homer,0
Tinsley, Buddy,1949,1949,Buddy,0
Ellis, Herb,1949,1949,Herb,0
Salscheider, Jack,1949,1949,Jack,0
Geri, Joe,1949,1952,Joe,3
Kelley, Bill,1949,1949,Bill,0
Bailey, Jim,1949,1949,Jim,0
Gage, Bobby,1949,1950,Bobby,1
Younger, Tank,1949,1958,Tank,9
Kingery, Wayne,1949,1949,Wayne,0
Bednarik, Chuck,1949,1962,Chuck,13
DeMarco, Mario,1949,1949,Mario,0
Self, Clarence,1949,1955,Clarence,6
Finks, Jim,1949,1955,Jim,6
DeMoss, Bob,1949,1949,Bob,0
DeRogatis, Al,1949,1952,Al,3
Kissell, Veto,1949,1950,Veto,1
Reid, Breezy,1950,1956,Breezy,6
Lewis, Woodley,1950,1960,Woodley,10
Weatherly, Bones,1950,1954,Bones,4
Jennings, Jack,1950,1957,Jack,7
Nicksich, George,1950,1950,George,0
Owens, Jim,1950,1950,Jim,0
Thomas, George,1950,1952,George,2
Cathcart, Royal,1950,1950,Royal,0
Rifenburg, Dick,1950,1950,Dick,0
Allen, Lou,1950,1951,Lou,1
Zalejski, Ernie,1950,1950,Ernie,0
Jaszewski, Floyd,1950,1951,Floyd,1
Dempsey, Frank,1950,1953,Frank,3
Pasquariello, Ralph,1950,1952,Ralph,2
Rich, Herb,1950,1956,Herb,6
O'Quinn, Red,1950,1951,Red,1
Phelps, Don,1950,1952,Don,2
Jackson, Bob,1950,1951,Bob,1
Pepper, Gene,1950,1954,Gene,4
Davis, Glenn,1950,1951,Glenn,1
DiPierro, Raymond,1950,1951,Raymond,1
Sandusky, John,1950,1956,John,6
Manley, Leon,1950,1951,Leon,1
Cannava, Al,1950,1950,Al,0
Champion, Jim,1950,1951,Jim,1
Nix, Jack,1950,1950,Jack,0
Gorgal, Ken,1950,1956,Ken,6
Weiner, Art,1950,1950,Art,0
Pearson, Lindy,1950,1952,Lindy,2
Lininger, Jack,1950,1951,Jack,1
Hart, Leon,1950,1957,Leon,7
Tidwell, Travis,1950,1951,Travis,1
Dale, Roland,1950,1950,Roland,0
Schweder, John,1950,1955,John,5
Campana, Al,1950,1953,Al,3
Aldridge, Bennie,1950,1953,Bennie,3
Chandnois, Lynn,1950,1956,Lynn,6
Ostendarp, Jim,1950,1951,Jim,1
Lipinski, Jim,1950,1950,Jim,0
Thompson, Harry,1950,1955,Harry,5
Ulinski, Harry,1950,1956,Harry,6
Hansen, Wayne,1950,1960,Wayne,10
Campora, Don,1950,1953,Don,3
Karras, Lou,1950,1952,Lou,2
Bagdon, Ed,1950,1952,Ed,2
Bartos, Joe,1950,1950,Joe,0
Shaw, Charlie,1950,1950,Charlie,0
Walker, Doak,1950,1955,Doak,5
Ledbetter, Toy,1950,1955,Toy,5
Cifelli, Gus,1950,1954,Gus,4
Matthews, Clay,1950,1955,Clay,5
Campbell, Leon,1950,1955,Leon,5
Sebek, Nick,1950,1950,Nick,0
Tonnemaker, Clayton,1950,1954,Clayton,4
Mazzanti, Geno,1950,1950,Geno,0
O'Malley, Tom,1950,1950,Tom,0
Martin, Jim,1950,1964,Jim,14
Tomlinson, Dick,1950,1951,Dick,1
Nomellini, Leo,1950,1963,Leo,13
West, Stan,1950,1957,Stan,7
Carpenter, Ken,1950,1960,Ken,10
Fletcher, Arthur,1950,1950,Arthur,0
Watson, Joe,1950,1950,Joe,0
Paul, Don,1950,1958,Don,8
Barry, Paul,1950,1954,Paul,4
Hannah, Herb,1951,1951,Herb,0
Amberg, John,1951,1952,John,1
Christiansen, Jack,1951,1958,Jack,7
Schroeder, Gene,1951,1957,Gene,6
Daugherty, Dick,1951,1958,Dick,7
Toogood, Charlie,1951,1957,Charlie,6
Schabarum, Pete,1951,1954,Pete,3
Johnson, Marvin,1951,1953,Marvin,2
Lange, Bill,1951,1955,Bill,4
Jessup, Bill,1951,1960,Bill,9
Jelley, Tom,1951,1951,Tom,0
Ortmann, Chuck,1951,1952,Chuck,1
Wallner, Fred,1951,1960,Fred,9
Hansen, Roscoe,1951,1951,Roscoe,0
Tanner, Hamp,1951,1952,Hamp,1
Felker, Art,1951,1951,Art,0
Halliday, Jack,1951,1951,Jack,0
Taseff, Carl,1951,1962,Carl,11
Celeri, Bob,1951,1952,Bob,1
Van Buren, Ebert,1951,1953,Ebert,2
Pelfrey, Ray,1951,1953,Ray,2
Afflis, Dick,1951,1954,Dick,3
Reid, Joe,1951,1952,Joe,1
Lauro, Lindy,1951,1951,Lindy,0
Walston, Bobby,1951,1962,Bobby,11
Salem, Ed,1951,1951,Ed,0
Yowarsky, Walt,1951,1958,Walt,7
Papit, Johnny,1951,1953,Johnny,2
Farragut, Ken,1951,1954,Ken,3
Ferris, Neil,1951,1953,Neil,2
Carapella, Al,1951,1955,Al,4
Sanford, Leo,1951,1958,Leo,7
Dahms, Tom,1951,1957,Tom,6
Feher, Nick,1951,1955,Nick,4
Mathews, Ray,1951,1960,Ray,9
Martinkovic, John,1951,1957,John,6
Dibble, Dorne,1951,1957,Dorne,6
Tait, Art,1951,1952,Art,1
Elliott, Carl,1951,1954,Carl,3
Albright, Bill,1951,1954,Bill,3
Ricca, Jim,1951,1956,Jim,5
D'Alonzo, Pete,1951,1952,Pete,1
Gay, Billy,1951,1951,Billy,0
Arenas, Joe,1951,1957,Joe,6
Lea, Paul,1951,1951,Paul,0
Klimek, Tony,1951,1952,Tony,1
Gain, Bob,1952,1964,Bob,12
Anderson, Cliff,1952,1953,Cliff,1
Bailey, Byron,1952,1953,Byron,1
Endress, Al,1952,1952,Al,0
Beck, Ray,1952,1957,Ray,5
Knight, Pat,1952,1955,Pat,3
Gifford, Frank,1952,1964,Frank,12
Karras, Johnny,1952,1952,Johnny,0
Macon, Eddie,1952,1960,Eddie,8
Barni, Roy,1952,1956,Roy,4
Lary, Yale,1952,1964,Yale,12
Bawel, Bibbles,1952,1956,Bibbles,4
Petitbon, Johnny,1952,1957,Johnny,5
Venuto, Sam,1952,1952,Sam,0
Kissell, Ed,1952,1954,Ed,2
Hanner, Dave,1952,1964,Dave,12
Restic, Joe,1952,1952,Joe,0
Faverty, Hal,1952,1952,Hal,0
Nipp, Maury,1952,1956,Maury,4
George, Bill,1952,1966,Bill,14
Cannamela, Pat,1952,1952,Pat,0
Dees, Bob,1952,1952,Bob,0
O'Donahue, Pat,1952,1955,Pat,3
Rechichar, Bert,1952,1961,Bert,9
LeBaron, Eddie,1952,1963,Eddie,11
Jackson, Ken,1952,1957,Ken,5
Lesane, Jimmy,1952,1954,Jimmy,2
Floyd, Bobby Jack,1952,1953,Bobby Jack,1
Kennard, George,1952,1955,George,3
David, Jim,1952,1959,Jim,7
Peters, Volney,1952,1961,Volney,9
Toneff, Bob,1952,1964,Bob,12
Tarasovic, George,1952,1966,George,14
Levanti, Lou,1952,1952,Lou,0
Earon, Blaine,1952,1953,Blaine,1
Flowers, Keith,1952,1952,Keith,0
Ladygo, Pete,1952,1954,Pete,2
Gandee, Sonny,1952,1956,Sonny,4
Quinlan, Skeets,1952,1956,Skeets,4
Thomas, Ralph,1952,1956,Ralph,4
Listopad, Ed,1952,1952,Ed,0
Dillon, Bobby,1952,1959,Bobby,7
Klosterman, Don,1952,1952,Don,0
Renfro, Ray,1952,1963,Ray,11
Carey, Bob,1952,1958,Bob,6
Matson, Ollie,1952,1966,Ollie,14
Parilli, Babe,1952,1969,Babe,17
Calvin, Tom,1952,1955,Tom,3
Baggett, Billy,1952,1952,Billy,0
Lansford, Jim,1952,1952,Jim,0
Campanella, Joe,1952,1957,Joe,5
Marchetti, Gino,1952,1966,Gino,14
Patton, Robert,1952,1952,Robert,0
Teteak, Deral,1952,1956,Deral,4
Lauricella, Hank,1952,1952,Hank,0
Teeuws, Len,1952,1957,Len,5
Goldston, Ralph,1952,1955,Ralph,3
Andabaker, Rudy,1952,1954,Rudy,2
Felker, Gene,1952,1952,Gene,0
Jankovich, Keever,1952,1953,Keever,1
Schmidt, George,1952,1953,George,1
Mayes, Carl,1952,1952,Carl,0
Campbell, Stan,1952,1962,Stan,10
Casner, Ken,1952,1952,Ken,0
Kerkorian, Gary,1952,1956,Gary,4
Lane, Night Train,1952,1965,Night Train,13
Reichardt, Bill,1952,1952,Bill,0
Johnson, Tom,1952,1952,Tom,0
Alban, Dick,1952,1959,Dick,7
Yelvington, Dick,1952,1957,Dick,5
Davis, Andy,1952,1952,Andy,0
Scarbath, Jack,1953,1956,Jack,3
Bahnsen, Ken,1953,1953,Ken,0
Scott, Tom,1953,1964,Tom,11
Noll, Chuck,1953,1959,Chuck,6
Babcock, Harry,1953,1955,Harry,2
Marchibroda, Ted,1953,1957,Ted,4
Van Doren, Bob,1953,1953,Bob,0
Gilbert, Kline,1953,1957,Kline,4
Pellington, Bill,1953,1964,Bill,11
Ringo, Jim,1953,1967,Jim,14
Figner, George,1953,1953,George,0
O'Connell, Tommy,1953,1961,Tommy,8
Ane, Charlie,1953,1959,Charlie,6
Karilivacz, Carl,1953,1960,Carl,7
Zatkoff, Roger,1953,1958,Roger,5
Walker, Val Joe,1953,1957,Val Joe,4
Barton, Don,1953,1953,Don,0
Nagel, Ray,1953,1953,Ray,0
Forester, Bill,1953,1963,Bill,10
Embree, Mel,1953,1954,Mel,1
Del Bello, Jack,1953,1953,Jack,0
Little, Jack,1953,1954,Jack,1
Mains, Gil,1953,1961,Gil,8
Ferguson, Howie,1953,1960,Howie,7
Palmer, Tom,1953,1954,Tom,1
Giancanelli, Hal,1953,1956,Hal,3
Finnin, Tom,1953,1957,Tom,4
Gilchrist, George,1953,1953,George,0
Barker, Ed,1953,1954,Ed,1
Flowers, Dick,1953,1953,Dick,0
Alderton, John,1953,1953,John,0
Olszewski, Johnny,1953,1962,Johnny,9
Schnelker, Bob,1953,1961,Bob,8
Atkins, Doug,1953,1969,Doug,16
Galiffa, Arnie,1953,1954,Arnie,1
Peviani, Bob,1953,1953,Bob,0
Lagod, Chet,1953,1953,Chet,0
Carpenter, Lew,1953,1963,Lew,10
Elter, Leo,1953,1959,Leo,6
Carmichael, Al,1953,1961,Al,8
Johnson, Don,1953,1955,Don,2
Anderson, Billy,1953,1954,Billy,1
Matuszak, Marv,1953,1964,Marv,11
Gambold, Bob,1953,1953,Bob,0
Irvin, Willie,1953,1953,Willie,0
Davis, Buddy,1953,1954,Buddy,1
Thrower, Willie,1953,1953,Willie,0
Ramona, Joe,1953,1953,Joe,0
Nagler, Gern,1953,1961,Gern,8
Schmidt, Joe,1953,1965,Joe,12
Tepe, Lou,1953,1955,Lou,2
Gedman, Gene,1953,1958,Gene,5
Chickillo, Nick,1953,1953,Nick,0
Lipscomb, Gene,1953,1962,Gene,9
Richardson, Jess,1953,1964,Jess,11
Catlin, Tom,1953,1959,Tom,6
Watford, Jerry,1953,1954,Jerry,1
Dawson, Gib,1953,1953,Gib,0
Dekker, Paul,1953,1953,Paul,0
Sewell, Harley,1953,1963,Harley,10
Manley, Jack,1953,1953,Jack,0
Ledyard, Hal,1953,1953,Hal,0
Reynolds, Billy,1953,1960,Billy,7
Konz, Ken,1953,1959,Ken,6
Carter, Willie,1953,1953,Willie,0
Gaona, Bob,1953,1957,Bob,4
DeCarlo, Art,1953,1960,Art,7
Baker, Sam,1953,1969,Sam,16
Raiff, Jim,1954,1954,Jim,0
Nolan, Dick,1954,1962,Dick,8
Kercher, Dick,1954,1954,Dick,0
Eggers, Doug,1954,1958,Doug,4
Johnson, John Henry,1954,1966,John Henry,12
MacAfee, Ken,1954,1959,Ken,5
Adduci, Nick,1954,1955,Nick,1
Ostrowski, Chet,1954,1959,Chet,5
Scudero, Joe,1954,1960,Joe,6
Campbell, Marion,1954,1961,Marion,7
Sears, Jimmy,1954,1961,Jimmy,7
Carson, Johnny,1954,1960,Johnny,6
Ladd, Jim,1954,1954,Jim,0
Barry, Al,1954,1960,Al,6
King, Don,1954,1960,Don,6
Langas, Bob,1954,1954,Bob,0
Hanulak, Chet,1954,1957,Chet,3
Hantla, Bob,1954,1955,Bob,1
Lattner, Johnny,1954,1954,Johnny,0
Topp, Bob,1954,1954,Bob,0
Perry, Gerry,1954,1962,Gerry,8
Cameron, Paul,1954,1954,Paul,0
Knutson, Gene,1954,1956,Gene,2
Radosevich, George,1954,1956,George,2
Norton, Jerry,1954,1964,Jerry,10
Garrett, Bobby,1954,1954,Bobby,0
Wade, Billy,1954,1966,Billy,12
Schrader, Jim,1954,1964,Jim,10
Kincaid, Jim,1954,1954,Jim,0
Atkeson, Dale,1954,1956,Dale,2
Zombek, Joe,1954,1955,Joe,1
Wallace, Stan,1954,1958,Stan,4
Bauer, John,1954,1954,John,0
Cassara, Frank,1954,1954,Frank,0
Daffer, Ted,1954,1954,Ted,0
Hansen, Ron,1954,1954,Ron,0
Cheatham, Ernie,1954,1954,Ernie,0
Bassett, Mo,1954,1956,Mo,2
Matesic, Joe,1954,1954,Joe,0
Sandusky, Alex,1954,1966,Alex,12
Knafelc, Gary,1954,1963,Gary,9
Kinek, George,1954,1954,George,0
Janowicz, Vic,1954,1955,Vic,1
Felton, Ralph,1954,1962,Ralph,8
Epps, Bobby,1954,1957,Bobby,3
Johnson, Herb,1954,1954,Herb,0
Carroccio, Russ,1954,1955,Russ,1
Ulrich, Chuck,1954,1958,Chuck,4
Barfield, Ken,1954,1954,Ken,0
Kingery, Ellsworth,1954,1954,Ellsworth,0
Wells, Billy,1954,1960,Billy,6
Davidson, Cotton,1954,1968,Cotton,14
Mangum, Pete,1954,1960,Pete,6
Fanucchi, Ledio,1954,1954,Ledio,0
Nutter, Buzz,1954,1965,Buzz,11
Mavraides, Menil,1954,1957,Menil,3
O'Brien, Jack,1954,1956,Jack,2
King, Emmett,1954,1954,Emmett,0
Goble, Les,1954,1955,Les,1
Massey, Carlton,1954,1958,Carlton,4
Arterburn, Elmer,1954,1954,Elmer,0
Sagely, Floyd,1954,1957,Floyd,3
Forester, Herschel,1954,1957,Herschel,3
Armstrong, Quincy,1954,1954,Quincy,0
Oakley, Charley,1954,1954,Charley,0
Richter, Les,1954,1962,Les,8
Perini, Pete,1954,1955,Pete,1
Wardlow, Duane,1954,1956,Duane,2
Johnson, Joe,1954,1961,Joe,7
Leberman, Bob,1954,1954,Bob,0
Tidwell, Billy,1954,1954,Billy,0
Wegert, Ted,1955,1960,Ted,5
Chorovich, Dick,1955,1960,Dick,5
Bell, Eddie,1955,1960,Eddie,5
Renfro, Dean,1955,1955,Dean,0
Weaver, Larrye,1955,1955,Larrye,0
McCabe, Richie,1955,1961,Richie,6
Norman, Jim,1955,1955,Jim,0
Palatella, Lou,1955,1958,Lou,3
Jenkins, Walt,1955,1955,Walt,0
Timberlake, George,1955,1955,George,0
Macerelli, John,1955,1956,John,1
Riley, Lee,1955,1962,Lee,7
Ameche, Alan,1955,1960,Alan,5
Salsbury, Jim,1955,1958,Jim,3
Young, Dick,1955,1957,Dick,2
Watson, Sid,1955,1958,Sid,3
Webster, Alex,1955,1964,Alex,9
Leggett, Dave,1955,1955,Dave,0
Allen, Johnny,1955,1958,Johnny,3
Kelley, Bob,1955,1956,Bob,1
Ellena, Jack,1955,1956,Jack,1
Watkins, Bobby,1955,1958,Bobby,3
Maderos, George,1955,1956,George,1
Waller, Ron,1955,1960,Ron,5
Deschaine, Dick,1955,1958,Dick,3
Mann, Dave,1955,1957,Dave,2
Hammack, Mal,1955,1966,Mal,11
Fournet, Sid,1955,1963,Sid,8
Patton, Jimmy,1955,1966,Jimmy,11
Ford, Henry,1955,1956,Henry,1
Varrichione, Frank,1955,1965,Frank,10
Shaw, George,1955,1962,George,7
Carr, Jimmy,1955,1965,Jimmy,10
Hardy, Carroll,1955,1955,Carroll,0
Norris, Hal,1955,1956,Hal,1
Oniskey, Dick,1955,1955,Dick,0
Taylor, Corky,1955,1957,Corky,2
Carr, Paul,1955,1957,Paul,2
Marciniak, Ron,1955,1955,Ron,0
Atkins, George,1955,1955,George,0
Eaton, Vic,1955,1955,Vic,0
Pasquesi, Tony,1955,1957,Tony,2
Palumbo, Sam,1955,1960,Sam,5
Weber, Chuck,1955,1961,Chuck,6
Jecha, Ralph,1955,1956,Ralph,1
Capuzzi, Jim,1955,1956,Jim,1
Delevan, Burt,1955,1956,Burt,1
Patera, Jack,1955,1961,Jack,6
Weed, Tad,1955,1955,Tad,0
Laughlin, Bud,1955,1955,Bud,0
Vaught, Ted,1955,1955,Ted,0
Thomas, Jesse,1955,1960,Jesse,5
Casares, Rick,1955,1966,Rick,11
Beatty, Ed,1955,1961,Ed,6
O'Malley, Joe,1955,1956,Joe,1
Reger, John,1955,1966,John,11
Hall, John,1955,1955,John,0
Topor, Ted,1955,1955,Ted,0
Fortunato, Joe,1955,1966,Joe,11
Jennings, Jim,1955,1955,Jim,0
Weatherall, Jim,1955,1960,Jim,5
Zagers, Bert,1955,1958,Bert,3
Davlin, Mike,1955,1955,Mike,0
Lansford, Buck,1955,1960,Buck,5
Youngelman, Sid,1955,1963,Sid,8
Hartshorn, Larry,1955,1955,Larry,0
Harkey, Lem,1955,1955,Lem,0
Nix, Doyle,1955,1961,Doyle,6
Kimmel, J.D.,1955,1958,J.D.,3
Cassady, Hopalong,1956,1963,Hopalong,7
Paluck, John,1956,1965,John,9
O'Neil, Bob,1956,1961,Bob,5
Gonzaga, John,1956,1966,John,10
Carl, Harland,1956,1956,Harland,0
D'Agostino, Frank,1956,1960,Frank,4
Perry, Lowell,1956,1956,Lowell,0
Kinard, Billy,1956,1960,Billy,4
Harness, Jim,1956,1956,Jim,0
Goss, Don,1956,1956,Don,0
Panfil, Ken,1956,1962,Ken,6
Koman, Bill,1956,1967,Bill,11
Klawitter, Dick,1956,1956,Dick,0
Chandler, Don,1956,1967,Don,11
Young, Glenn,1956,1956,Glenn,0
Unitas, Johnny,1956,1973,Johnny,17
Planutis, Jerry,1956,1956,Jerry,0
Retzlaff, Pete,1956,1966,Pete,10
Davis, Art,1956,1956,Art,0
Reichow, Jerry,1956,1964,Jerry,8
Caroline, J.C.,1956,1965,J.C.,9
Fiss, Galen,1956,1966,Galen,10
Filipski, Gene,1956,1957,Gene,1
Feamster, Tom,1956,1956,Tom,0
Vessels, Billy,1956,1956,Billy,0
Jeter, Perry,1956,1957,Perry,1
Dimmick, Tom,1956,1960,Tom,4
Flowers, Bernie,1956,1956,Bernie,0
Castete, Jesse,1956,1957,Jesse,1
Glick, Gary,1956,1963,Gary,7
Konovsky, Bob,1956,1961,Bob,5
Keller, Ken,1956,1957,Ken,1
Lauer, Larry,1956,1957,Larry,1
Marconi, Joe,1956,1966,Joe,10
Christensen, Erik,1956,1956,Erik,0
Goad, Paul,1956,1956,Paul,0
Roach, John,1956,1964,John,8
Carpenter, Preston,1956,1967,Preston,11
Schaefer, Don,1956,1956,Don,0
Jagielski, Harry,1956,1961,Harry,5
Anderson, Charlie,1956,1956,Charlie,0
Pitts, Hugh,1956,1960,Hugh,4
Cenci, John,1956,1956,John,0
Dittrich, John,1956,1961,John,5
Haluska, Jim,1956,1956,Jim,0
Glatz, Fred,1956,1956,Fred,0
Nyers, Dick,1956,1957,Dick,1
Childress, Joe,1956,1965,Joe,9
Taylor, Jim,1956,1958,Jim,2
Pellegrini, Bob,1956,1965,Bob,9
Baldacci, Lou,1956,1956,Lou,0
Roberts, Bill,1956,1956,Bill,0
James, Dick,1956,1965,Dick,9
Barnes, Emery,1956,1956,Emery,0
Katcavage, Jim,1956,1968,Jim,12
Peterson, Jerry,1956,1956,Jerry,0
Sardisco, Tony,1956,1962,Tony,6
Johnson, Jack,1957,1961,Jack,4
Quinlan, Bill,1957,1965,Bill,8
Barnes, Billy,1957,1966,Billy,9
Temp, Jim,1957,1960,Jim,3
Amstutz, Joe,1957,1957,Joe,0
Larson, Paul,1957,1960,Paul,3
Owens, Don,1957,1963,Don,6
Masters, Norm,1957,1964,Norm,7
Dee, Bob,1957,1967,Bob,10
Pardee, Jack,1957,1972,Jack,15
Saidock, Tom,1957,1962,Tom,5
Amundsen, Norm,1957,1957,Norm,0
Davis, Milt,1957,1960,Milt,3
Kilcullen, Bob,1957,1966,Bob,9
Barnes, Larry,1957,1960,Larry,3
Ridlon, Jimmy,1957,1964,Jimmy,7
Zucco, Vic,1957,1960,Vic,3
Campbell, Milt,1957,1957,Milt,0
Nelson, Andy,1957,1964,Andy,7
Dawson, Len,1957,1975,Len,18
Harris, Jimmy,1957,1961,Jimmy,4
Call, Jack,1957,1959,Jack,2
Knox, Ronnie,1957,1957,Ronnie,0
Gordy, John,1957,1967,John,10
Renfro, Will,1957,1961,Will,4
Nisby, John,1957,1964,John,7
Richards, Perry,1957,1962,Perry,5
Parker, Jim,1957,1967,Jim,10
Arnett, Jon,1957,1966,Jon,9
Voytek, Ed,1957,1958,Ed,1
Liddick, Dave,1957,1957,Dave,0
Leggett, Earl,1957,1968,Earl,11
Damore, John,1957,1959,John,2
Derby, Dean,1957,1962,Dean,5
Owens, Luke,1957,1965,Luke,8
Vereen, Carl,1957,1957,Carl,0
Danjean, Ernie,1957,1957,Ernie,0
Owens, R.C.,1957,1964,R.C.,7
Babb, Gene,1957,1963,Gene,6
Walton, Joe,1957,1963,Joe,6
Peaks, Clarence,1957,1965,Clarence,8
Lee, Herman,1957,1966,Herman,9
Galimore, Willie,1957,1963,Willie,6
Khayat, Ed,1957,1966,Ed,9
Barr, Terry,1957,1965,Terry,8
Kemp, Jack,1957,1969,Jack,12
Lemek, Ray,1957,1965,Ray,8
Cichowski, Chick,1957,1959,Chick,2
Leahy, Jerry,1957,1957,Jerry,0
Sandusky, Mike,1957,1965,Mike,8
Lewis, Joe,1958,1962,Joe,4
Anderson, Ralph,1958,1960,Ralph,2
Christy, Dick,1958,1963,Dick,5
Francis, Joe,1958,1959,Joe,1
Karras, Ted,1958,1966,Ted,8
Karras, Alex,1958,1970,Alex,12
Laack, Galen,1958,1958,Galen,0
Reynolds, M.C.,1958,1962,M.C.,4
Walters, Les,1958,1958,Les,0
Lander, Lowell,1958,1958,Lowell,0
Nitschke, Ray,1958,1972,Ray,14
Nacrelli, Andy,1958,1958,Andy,0
Glass, Bill,1958,1968,Bill,10
Thomas, Clendon,1958,1968,Clendon,10
Orr, Jimmy,1958,1970,Jimmy,12
Jacobs, Proverb,1958,1964,Proverb,6
Gillis, Don,1958,1961,Don,3
Davis, Willie,1958,1969,Willie,11
Walker, Wayne,1958,1972,Wayne,14
Koepfer, Karl,1958,1958,Karl,0
Jobko, Bill,1958,1966,Bill,8
Maynard, Don,1958,1973,Don,15
Thomas, John,1958,1967,John,9
Philpott, Dean,1958,1958,Dean,0
King, Phil,1958,1966,Phil,8
Youso, Frank,1958,1965,Frank,7
Atkins, Billy,1958,1964,Billy,6
Jewett, Bob,1958,1958,Bob,0
Campbell, Dick,1958,1960,Dick,2
Gibbons, Jim,1958,1968,Jim,10
Jelacic, Jon,1958,1964,Jon,6
Klein, Dick,1958,1964,Dick,6
Thurston, Fuzzy,1958,1967,Fuzzy,9
Shanley, Jim,1958,1958,Jim,0
Lasse, Dick,1958,1962,Dick,4
Lewis, Dan,1958,1966,Dan,8
Baker, John,1958,1968,John,10
Sample, Johnny,1958,1968,Johnny,10
Ninowski, Jim,1958,1969,Jim,11
Teresa, Tony,1958,1960,Tony,2
Kowalczyk, Walt,1958,1961,Walt,3
Evans, Jon,1958,1958,Jon,0
Iglehart, Floyd,1958,1958,Floyd,0
Jackson, Charlie,1958,1960,Charlie,2
Taylor, Jim,1958,1967,Jim,9
Webb, Ken,1958,1963,Ken,5
Gordon, Bobby,1958,1960,Bobby,2
Barnes, Erich,1958,1971,Erich,13
Phillips, Jim,1958,1967,Jim,9
Pace, James,1958,1958,James,0
Dess, Darrell,1958,1969,Darrell,11
Anderson, Bill,1958,1966,Bill,8
Baker, Dave,1959,1961,Dave,2
Scotti, Ben,1959,1964,Ben,5
O'Brien, Fran,1959,1968,Fran,9
Rabold, Mike,1959,1967,Mike,8
Davis, Tommy,1959,1969,Tommy,10
Lawrence, Don,1959,1961,Don,2
Dickson, Paul,1959,1971,Paul,12
Hall, Ken,1959,1961,Ken,2
Schleicher, Maury,1959,1962,Maury,3
Churchwell, Don,1959,1960,Don,1
Lewis, Mac,1959,1959,Mac,0
Adams, John,1959,1963,John,4
Beams, Byron,1959,1961,Byron,2
Barnett, Tom,1959,1960,Tom,1
Richardson, Jerry,1959,1960,Jerry,1
Roberts, C.R.,1959,1962,C.R.,3
Selawski, Gene,1959,1961,Gene,2
Dewveall, Willard,1959,1964,Willard,5
Franckhauser, Tom,1959,1963,Tom,4
Nocera, John,1959,1963,John,4
Randle, Sonny,1959,1968,Sonny,9
Johnson, Pete,1959,1959,Pete,0
Bates, Ted,1959,1963,Ted,4
DeLucca, Jerry,1959,1964,Jerry,5
Fisher, Ray,1959,1959,Ray,0
Karas, Emil,1959,1966,Emil,7
Peters, Floyd,1959,1970,Floyd,11
Pagliei, Joe,1959,1960,Joe,1
Johnson, Gene,1959,1961,Gene,2
Schafrath, Dick,1959,1971,Dick,12
LeBeau, Dick,1959,1972,Dick,13
Gob, Art,1959,1960,Art,1
Hall, Ron,1959,1967,Ron,8
Sapp, Theron,1959,1965,Theron,6
Taylor, Lionel,1959,1968,Lionel,9
Lewis, Hal,1959,1962,Hal,3
Paolucci, Ben,1959,1959,Ben,0
Kelly, Ellison,1959,1959,Ellison,0
Parrish, Bernie,1959,1966,Bernie,7
Scott, George,1959,1959,George,0
Wagstaff, Jim,1959,1961,Jim,2
Beck, Ken,1959,1960,Ken,1
Robb, Joe,1959,1971,Joe,12
Haley, Dick,1959,1964,Dick,5
Dial, Buddy,1959,1966,Buddy,7
Nickla, Ed,1959,1959,Ed,0
Harrison, Bob,1959,1967,Bob,8
Glick, Fred,1959,1966,Fred,7
Aschbacher, Darrel,1959,1959,Darrel,0
Osborne, Clancy,1959,1964,Clancy,5
Petitbon, Richie,1959,1972,Richie,13
Kimber, Bill,1959,1961,Bill,2
Pietrosante, Nick,1959,1967,Nick,8
Schmidt, Henry,1959,1966,Henry,7
Day, Eagle,1959,1960,Eagle,1
Schmidt, Bob,1959,1967,Bob,8
Mathis, Bill,1960,1969,Bill,9
Talamini, Bob,1960,1968,Bob,8
Maguire, Paul,1960,1970,Paul,10
Harris, Dick,1960,1965,Dick,5
James, Dan,1960,1967,Dan,7
Dale, Carroll,1960,1973,Carroll,13
