Year,Rnd,Tm,First,Last,Position Standard,Age,
2015,1,TAM,Jameis,Winston,QB,21,
2015,1,TEN,Marcus,Mariota,QB,21,
2015,1,JAX,Dante,Fowler,LB,21,
2015,1,OAK,Amari,Cooper,WR,21,
2015,1,WAS,Brandon,Scherff,T,23,
2015,1,NYJ,Leonard,Williams,DE,21,
2015,1,CHI,Kevin,White,WR,23,
2015,1,ATL,Vic,Beasley,LB,23,
2015,1,NYG,Ereck,Flowers,T,21,
2015,1,STL,Todd,Gurley,RB,21,
2015,1,MIN,Trae,Waynes,DB,23,
2015,1,CLE,Danny,Shelton,DT,22,
2015,1,NOR,Andrus,Peat,T,21,
2015,1,MIA,DeVante,Parker,WR,22,
2015,1,SDG,Melvin,Gordon,RB,22,
2015,1,HOU,Kevin,Johnson,DB,23,
2015,1,SFO,Arik,Armstead,DT,21,
2015,1,KAN,Marcus,Peters,DB,22,
2015,1,CLE,Cameron,Erving,C,23,
2015,1,PHI,Nelson,Agholor,WR,22,
2015,1,CIN,Cedric,Ogbuehi,T,23,
2015,1,PIT,Bud,Dupree,LB,22,
2015,1,DEN,Shane,Ray,DE,22,
2015,1,ARI,D.J.,Humphries,T,21,
2015,1,CAR,Shaq,Thompson,LB,21,
2015,1,BAL,Breshad,Perriman,WR,22,
2015,1,DAL,Byron,Jones,DB,23,
2015,1,DET,Laken,Tomlinson,G,23,
2015,1,IND,Phillip,Dorsett,WR,22,
2015,1,GNB,Damarious,Randall,DB,23,
2015,1,NOR,Stephone,Anthony,LB,23,
2015,1,NWE,Malcom,Brown,DT,21,
2015,2,NYG,Landon,Collins,DB,21,
2015,2,TAM,Donovan,Smith,T,22,
2015,2,OAK,Mario,Edwards,DT,21,
2015,2,JAX,T.J.,Yeldon,RB,21,
2015,2,NYJ,Devin,Smith,WR,23,
2015,2,WAS,Preston,Smith,DE,22,
2015,2,CHI,Eddie,Goldman,DT,21,
2015,2,TEN,Dorial,Green-Beckham,WR,22,
2015,2,CAR,Devin,Funchess,TE,21,
2015,2,ATL,Jalen,Collins,DB,22,
2015,2,HOU,Benardrick,McKinney,LB,22,
2015,2,NOR,Hau'oli,Kikaha,LB,23,
2015,2,MIN,Eric,Kendricks,LB,23,
2015,2,SFO,Jaquiski,Tartt,DB,23,
2015,2,PHI,Eric,Rowe,DB,22,
2015,2,SDG,Denzel,Perryman,LB,21,
2015,2,KAN,Mitch,Morse,G,23,
2015,2,BUF,Ronald,Darby,DB,21,
2015,2,CLE,Nate,Orchard,DE,22,
2015,2,MIA,Jordan,Phillips,DT,23,
2015,2,CIN,Jake,Fisher,T,22,
2015,2,DET,Ameer,Abdullah,RB,22,
2015,2,BAL,Maxx,Williams,TE,21,
2015,2,PIT,Senquez,Golson,DB,22,
2015,2,STL,Rob,Havenstein,T,23,
2015,2,ARI,Markus,Golden,DE,24,
2015,2,DEN,Ty,Sambrailo,T,23,
2015,2,DAL,Randy,Gregory,LB,22,
2015,2,TAM,Ali,Marpet,C,22,
2015,2,GNB,Quinten,Rollins,DB,23,
2015,2,SEA,Frank,Clark,DE,22,
2015,2,NWE,Jordan,Richards,DB,22,
2015,3,IND,D'Joun,Smith,DB,23,
2015,3,TEN,Jeremiah,Poutasi,G,21,
2015,3,JAX,A.J.,Cann,G,23,
2015,3,OAK,Clive,Walford,TE,23,
2015,3,SEA,Tyler,Lockett,WR,23,
2015,3,HOU,Jaelen,Strong,WR,21,
2015,3,CHI,Hroniss,Grasu,C,24,
2015,3,STL,Jamon,Brown,T,22,
2015,3,ATL,Tevin,Coleman,RB,22,
2015,3,NYG,Owamagbe,Odighizuwa,DE,23,
2015,3,NOR,Garrett,Grayson,QB,24,
2015,3,KAN,Chris,Conley,WR,22,
2015,3,CLE,Duke,Johnson,RB,22,
2015,3,NOR,P.J.,Williams,DB,22,
2015,3,SFO,Eli,Harold,LB,21,
2015,3,DET,Alex,Carter,DB,20,
2015,3,BUF,John,Miller,G,22,
2015,3,NYJ,Lorenzo,Mauldin,LB,22,
2015,3,SDG,Craig,Mager,DB,23,
2015,3,PHI,Jordan,Hicks,LB,23,
2015,3,CIN,Tyler,Kroft,TE,22,
2015,3,ARI,David,Johnson,RB,23,
2015,3,PIT,Sammie,Coates,WR,22,
2015,3,MIN,Danielle,Hunter,DE,20,
2015,3,STL,Sean,Mannion,QB,23,
2015,3,BAL,Carl,Davis,DT,23,
2015,3,DAL,Chaz,Green,T,23,
2015,3,DEN,Jeff,Heuerman,TE,22,
2015,3,IND,Henry,Anderson,DE,24,
2015,3,GNB,Ty,Montgomery,WR,22,
2015,3,WAS,Matt,Jones,RB,22,
2015,3,CLE,Xavier,Cooper,DT,23,
2015,3,NWE,Geneo,Grissom,DE,23,
2015,3,KAN,Steven,Nelson,DB,22,
2015,3,CIN,Paul,Dawson,LB,22,
2015,4,TEN,Angelo,Blackson,DT,22,
2015,4,NWE,Trey,Flowers,DE,22,
2015,4,CAR,Daryl,Williams,G,23,
2015,4,NYJ,Bryce,Petty,QB,24,
2015,4,JAX,James,Sample,DB,23,
2015,4,WAS,Jamison,Crowder,WR,22,
2015,4,CHI,Jeremy,Langford,RB,23,
2015,4,ATL,Justin,Hardy,WR,23,
2015,4,TEN,Jalston,Fowler,FB,25,
2015,4,IND,Clayton,Geathers,DB,23,
2015,4,MIN,T.J.,Clemmings,T,23,
2015,4,NWE,Tre',Jackson,G,22,
2015,4,WAS,Arie,Kouandjio,G,23,
2015,4,DET,Gabe,Wright,DT,23,
2015,4,MIA,Jamil,Douglas,G,23,
2015,4,CLE,Ibraheim,Campbell,DB,23,
2015,4,ARI,Rodney,Gunter,DT,23,
2015,4,SFO,Blake,Bell,TE,24,
2015,4,KAN,Ramik,Wilson,LB,23,
2015,4,STL,Andrew,Donnal,T,23,
2015,4,CIN,Josh,Shaw,DB,23,
2015,4,PIT,Doran,Grant,DB,22,
2015,4,BAL,Za'Darius,Smith,DE,23,
2015,4,CLE,Vince,Mayle,WR,24,
2015,4,TAM,Kwon,Alexander,LB,21,
2015,4,BAL,Javorius,Allen,RB,24,
2015,4,SFO,Mike,Davis,RB,22,
2015,4,DAL,Damien,Wilson,LB,22,
2015,4,OAK,Jon,Feliciano,G,23,
2015,4,GNB,Jake,Ryan,LB,23,
2015,4,SEA,Terry,Poole,G,23,
2015,4,NWE,Shaq,Mason,C,22,
2015,4,SFO,DeAndre,Smelter,WR,23,
2015,4,DEN,Max,Garcia,C,23,
2015,4,SEA,Mark,Glowinski,G,23,
2015,4,CIN,Marcus,Hardison,DE,23,
2015,4,BAL,Tray,Walker,DB,23,
2015,5,ATL,Grady,Jarrett,DT,22,
2015,5,TEN,David,Cobb,RB,22,
2015,5,JAX,Rashad,Greene,WR,23,
2015,5,OAK,Ben,Heeney,LB,22,
2015,5,WAS,Martrell,Spaight,LB,22,
2015,5,CHI,Adrian,Amos,DB,22,
2015,5,MIN,MyCole,Pruitt,TE,23,
2015,5,NYG,Mykkele,Thompson,DB,22,
2015,5,MIA,Bobby,McCain,DB,22,
2015,5,MIN,Stefon,Diggs,WR,21,
2015,5,GNB,Brett,Hundley,QB,22,
2015,5,NOR,Davis,Tull,LB,23,
2015,5,MIA,Jay,Ajayi,RB,22,
2015,5,MIA,Cedric,Thompson,DB,22,
2015,5,IND,David,Parry,DT,23,
2015,5,NYJ,Jarvis,Harrison,G,23,
2015,5,SDG,Kyle,Emanuel,LB,24,
2015,5,NOR,Tyeler,Davison,DT,23,
2015,5,BUF,Karlos,Williams,RB,22,
2015,5,MIA,Tony,Lippett,WR,23,
2015,5,CIN,C.J.,Uzomah,TE,22,
2015,5,ARI,Shaquille,Riddick,DE,22,
2015,5,ARI,JJ,Nelson,WR,23,
2015,5,PIT,Jesse,James,TE,21,
2015,5,OAK,Neiron,Ball,LB,23,
2015,5,TAM,Kenny,Bell,WR,23,
2015,5,DAL,Ryan,Russell,DE,23,
2015,5,DEN,Lorenzo,Doss,DB,21,
2015,5,SFO,Bradley,Pinion,P,21,
2015,5,NWE,Joe,Cardona,LS,23,
2015,5,NOR,Damian,Swann,DB,22,
2015,5,DET,Michael,Burton,FB,23,
2015,5,CAR,David,Mayo,LB,22,
2015,5,SEA,Tye,Smith,DB,22,
2015,5,BAL,Nick,Boyle,TE,22,
2015,5,KAN,D.J.,Alexander,LB,24,
2015,5,KAN,James,O'Shaughnessy,TE,23,
2015,5,CAR,Cameron,Artis-Payne,RB,25,
2015,5,HOU,Keith,Mumphery,WR,23,
2015,5,BAL,Robert,Myers,G,23,
2015,6,TEN,Deiontrez,Mount,LB,22,
2015,6,NWE,Matthew,Wells,LB,24,
2015,6,OAK,Max,Valles,LB,21,
2015,6,JAX,Michael,Bennett,DT,22,
2015,6,WAS,Kyshoen,Jarrett,DB,22,
2015,6,WAS,Tevin,Mitchel,DB,23,
2015,6,CHI,Tayo,Fabuluje,T,24,
2015,6,TAM,Kaelin,Clay,WR,23,
2015,6,MIN,Tyrus,Thompson,T,23,
2015,6,NYG,Geremy,Davis,WR,23,
2015,6,WAS,Evan,Spencer,WR,,
2015,6,BUF,Tony,Steward,LB,23,
2015,6,CLE,Charles,Gaines,DB,22,
2015,6,SFO,Ian,Silberman,G,22,
2015,6,PHI,JaCorey,Shepherd,DB,,
2015,6,SDG,Darius,Philon,DT,21,
2015,6,MIN,B.J.,Dubose,DE,23,
2015,6,BUF,Nick,O'Leary,TE,23,
2015,6,CLE,Malcolm,Johnson,TE,23,
2015,6,PHI,Randall,Evans,DB,23,
2015,6,CIN,Derron,Smith,DB,23,
2015,6,CLE,Randall,Telfer,TE,23,
2015,6,PIT,Leterrius,Walton,DT,23,
2015,6,DET,Quandre,Diggs,DB,23,
2015,6,STL,Bud,Sasser,WR,,
2015,6,NWE,A.J.,Derby,TE,24,
2015,6,DEN,Darius,Kilgo,DT,23,
2015,6,BAL,Darren,Waller,WR,23,
2015,6,IND,Josh,Robinson,RB,23,
2015,6,GNB,Aaron,Ripkowski,FB,22,
2015,6,IND,Amarlo,Herrera,LB,24,
2015,6,TEN,Andy,Gallik,C,24,
2015,6,SEA,Obum,Gwacham,DE,24,
2015,6,GNB,Christian,Ringo,DE,23,
2015,6,HOU,Reshard,Cliett,LB,23,
2015,6,PIT,Anthony,Chickillo,DE,22,
2015,6,GNB,Kennard,Backman,TE,22,
2015,6,SEA,Kristjan,Sokoli,DT,24,
2015,6,STL,Cody,Wichmann,G,23,
2015,6,HOU,Christian,Covington,DT,21,
2015,6,KAN,Rakeem,Nunez-Roches,DT,22,
2015,7,OAK,Anthony,Morris,G,23,
2015,7,CLE,Hayes,Pullard,LB,,
2015,7,JAX,Neal,Sterling,WR,23,
2015,7,OAK,Andre,Debose,WR,,
2015,7,WAS,Austin,Reiter,C,23,
2015,7,NYJ,Deon,Simon,DT,25,
2015,7,STL,Bryce,Hager,LB,23,
2015,7,ATL,Jake,Rodgers,T,,
2015,7,NYG,Bobby,Hart,G,21,
2015,7,STL,Martin,Ifedi,DE,24,
2015,7,MIN,Austin,Shepherd,T,23,
2015,7,JAX,Ben,Koyack,TE,22,
2015,7,NOR,Marcus,Murphy,RB,23,
2015,7,TAM,Joey,Iosefa,FB,24,
2015,7,MIN,Edmond,Robinson,LB,23,
2015,7,KAN,Da'Ron,Brown,WR,23,
2015,7,BUF,Dezmin,Lewis,WR,22,
2015,7,HOU,Kenny,Hilliard,RB,23,
2015,7,DAL,Mark,Nzeocha,LB,25,
2015,7,PHI,Brian,Mihalik,DE,23,
2015,7,CIN,Mario,Alford,WR,23,
2015,7,PIT,Gerod,Holliman,DB,21,
2015,7,DET,Corey,Robinson,T,23,
2015,7,CLE,Ifo,Ekpre-Olomu,DB,22,
2015,7,OAK,Dexter,McDonald,DB,23,
2015,7,DAL,Laurence,Gibson,T,24,
2015,7,SFO,Trenton,Brown,G,22,
2015,7,TEN,Tre,McBride,WR,22,
2015,7,DAL,Geoff,Swaim,TE,24,
2015,7,NWE,Darryl,Roberts,DB,24,
2015,7,SEA,Ryan,Murphy,DB,22,
2015,7,ATL,Akeem,King,DB,22,
2015,7,DEN,Trevor,Siemian,QB,22,
2015,7,DEN,Taurean,Nixon,DB,24,
2015,7,DEN,Josh,Furman,DB,,
2015,7,NWE,Xzavier,Dickson,LB,,
2015,7,SFO,Rory,'Busta',TE,22,
2015,7,IND,Denzell,Goode,T,24,
2015,7,ARI,Gerald,Christian,TE,24,
2014,1,HOU,Jadeveon,Clowney,DE,21,
2014,1,STL,Greg,Robinson,T,21,
2014,1,JAX,Blake,Bortles,QB,22,
2014,1,BUF,Sammy,Watkins,WR,21,
2014,1,OAK,Khalil,Mack,LB,23,
2014,1,ATL,Jake,Matthews,T,22,
2014,1,TAM,Mike,Evans,WR,21,
2014,1,CLE,Justin,Gilbert,DB,22,
2014,1,MIN,Anthony,Barr,LB,22,
2014,1,DET,Eric,Ebron,TE,21,
2014,1,TEN,Taylor,Lewan,T,23,
2014,1,NYG,Odell,Beckham,WR,21,
2014,1,STL,Aaron,Donald,DT,23,
2014,1,CHI,Kyle,Fuller,DB,22,
2014,1,PIT,Ryan,Shazier,LB,22,
2014,1,DAL,Zack,Martin,G,23,
2014,1,BAL,C.J.,Mosley,LB,22,
2014,1,NYJ,Calvin,Pryor,DB,22,
2014,1,MIA,Ja'Wuan,James,T,22,
2014,1,NOR,Brandin,Cooks,WR,21,
2014,1,GNB,Ha,Ha,DB,21,
2014,1,CLE,Johnny,Manziel,QB,21,
2014,1,KAN,Dee,Ford,LB,23,
2014,1,CIN,Darqueze,Dennard,DB,22,
2014,1,SDG,Jason,Verrett,DB,23,
2014,1,PHI,Marcus,Smith,LB,22,
2014,1,ARI,Deone,Bucannon,DB,22,
2014,1,CAR,Kelvin,Benjamin,WR,23,
2014,1,NWE,Dominique,Easley,DT,22,
2014,1,SFO,Jimmie,Ward,DB,23,
2014,1,DEN,Bradley,Roby,DB,22,
2014,1,MIN,Teddy,Bridgewater,QB,21,
2014,2,HOU,Xavier,Su'a-Filo,G,23,
2014,2,DAL,Demarcus,Lawrence,DE,22,
2014,2,CLE,Joel,Bitonio,G,22,
2014,2,OAK,Derek,Carr,QB,23,
2014,2,ATL,Ra'Shede,Hageman,DT,24,
2014,2,TAM,Austin,Seferian-Jenkins,TE,22,
2014,2,JAX,Marqise,Lee,WR,22,
2014,2,DET,Kyle,Van,LB,24,
2014,2,STL,Lamarcus,Joyner,DB,23,
2014,2,PHI,Jordan,Matthews,WR,22,
2014,2,NYG,Weston,Richburg,C,23,
2014,2,BUF,Cyrus,Kouandjio,T,21,
2014,2,SEA,Paul,Richardson,WR,22,
2014,2,PIT,Stephon,Tuitt,DE,21,
2014,2,WAS,Trent,Murphy,LB,23,
2014,2,BAL,Timmy,Jernigan,DT,22,
2014,2,NYJ,Jace,Amaro,TE,22,
2014,2,SDG,Jeremiah,Attaochu,LB,21,
2014,2,CHI,Ego,Ferguson,DT,23,
2014,2,ARI,Troy,Niklas,TE,22,
2014,2,GNB,Davante,Adams,WR,21,
2014,2,TEN,Bishop,Sankey,RB,22,
2014,2,CIN,Jeremy,Hill,RB,21,
2014,2,DEN,Cody,Latimer,WR,21,
2014,2,SFO,Carlos,Hyde,RB,23,
2014,2,NOR,Stanley,Jean-Baptiste,DB,24,
2014,2,IND,Jack,Mewhort,T,23,
2014,2,CAR,Kony,Ealy,DE,22,
2014,2,JAX,Allen,Robinson,WR,21,
2014,2,NWE,Jimmy,Garoppolo,QB,22,
2014,2,MIA,Jarvis,Landry,WR,21,
2014,2,SEA,Justin,Britt,T,23,
2014,3,HOU,C.J.,Fiedorowicz,TE,22,
2014,3,WAS,Morgan,Moses,T,23,
2014,3,MIA,Billy,Turner,T,22,
2014,3,ATL,Dezmen,Southward,DB,23,
2014,3,TAM,Charles,Sims,RB,24,
2014,3,SFO,Marcus,Martin,C,20,
2014,3,CLE,Christian,Kirksey,LB,22,
2014,3,MIN,Scott,Crichton,DE,22,
2014,3,BUF,Preston,Brown,LB,21,
2014,3,NYG,Jay,Bromley,DT,22,
2014,3,STL,Tre,Mason,RB,21,
2014,3,DET,Travis,Swanson,C,23,
2014,3,SFO,Chris,Borland,LB,23,
2014,3,WAS,Spencer,Long,G,23,
2014,3,BAL,Terrence,Brooks,DB,23,
2014,3,NYJ,Dexter,McDougle,DB,23,
2014,3,OAK,Gabe,Jackson,G,23,
2014,3,CHI,Will,Sutton,DT,22,
2014,3,HOU,Louis,Nix,DT,23,
2014,3,ARI,Kareem,Martin,DE,22,
2014,3,GNB,Khyri,Thornton,DT,24,
2014,3,PHI,Josh,Huff,WR,22,
2014,3,KAN,Phillip,Gaines,DB,23,
2014,3,CIN,Will,Clarke,DE,23,
2014,3,SDG,Chris,Watt,G,24,
2014,3,IND,Donte,Moncrief,WR,21,
2014,3,ARI,John,Brown,WR,24,
2014,3,CAR,Trai,Turner,G,21,
2014,3,JAX,Brandon,Linder,C,22,
2014,3,CLE,Terrance,West,RB,23,
2014,3,DEN,Michael,Schofield,G,23,
2014,3,MIN,Jerick,McKinnon,RB,22,
2014,3,PIT,Dri,Archer,WR,23,
2014,3,GNB,Richard,Rodgers,TE,22,
2014,3,BAL,Crockett,Gillmore,TE,22,
2014,3,SFO,Brandon,Thomas,G,23,
2014,4,PHI,Jaylen,Watkins,DB,21,
2014,4,WAS,Bashaud,Breeland,DB,22,
2014,4,ATL,Devonta,Freeman,RB,22,
2014,4,NYJ,Jalen,Saunders,WR,22,
2014,4,NWE,Bryan,Stork,C,23,
2014,4,SFO,Bruce,Ellington,WR,23,
2014,4,OAK,Justin,Ellis,DT,23,
2014,4,SEA,Cassius,Marsh,DE,22,
2014,4,BUF,Ross,Cockrell,DB,23,
2014,4,STL,Maurice,Alexander,DB,23,
2014,4,CIN,Russell,Bodine,C,22,
2014,4,TEN,DaQuan,Jones,DT,22,
2014,4,NYG,Andre,Williams,RB,22,
2014,4,JAX,Aaron,Colvin,DB,22,
2014,4,NYJ,Shaquelle,Evans,WR,23,
2014,4,OAK,Keith,McGill,DB,25,
2014,4,CHI,Ka'Deem,Carey,RB,21,
2014,4,PIT,Martavis,Bryant,WR,22,
2014,4,DAL,Anthony,Hitchens,LB,22,
2014,4,ARI,Logan,Thomas,QB,23,
2014,4,GNB,Carl,Bradford,LB,22,
2014,4,TEN,Marqueston,Huff,DB,22,
2014,4,SEA,Kevin,Norwood,WR,25,
2014,4,KAN,De'Anthony,Thomas,RB,21,
2014,4,MIA,Walt,Aikens,DB,23,
2014,4,NOR,Khairi,Fortt,LB,22,
2014,4,CLE,Pierre,Desir,DB,24,
2014,4,CAR,Tre,Boston,DB,22,
2014,4,SFO,Dontae,Johnson,DB,22,
2014,4,NWE,James,White,RB,22,
2014,4,CHI,Brock,Vereen,DB,22,
2014,4,SEA,Kevin,Pierre-Louis,LB,22,
2014,4,DET,Nevin,Lawson,DB,23,
2014,4,BAL,Brent,Urban,DT,23,
2014,4,HOU,Tom,Savage,QB,24,
2014,4,DET,Larry,Webster,DE,24,
2014,4,NYJ,Dakota,Dozier,G,23,
2014,4,BAL,Lorenzo,Taliaferro,RB,22,
2014,4,ATL,Prince,Shembo,LB,22,
2014,4,NWE,Cameron,Fleming,T,22,
2014,5,PHI,Taylor,Hart,DE,23,
2014,5,WAS,Ryan,Grant,WR,23,
2014,5,TAM,Kadeem,Edwards,G,23,
2014,5,JAX,Telvin,Smith,LB,23,
2014,5,MIN,David,Yankey,G,22,
2014,5,DAL,Devin,Street,WR,23,
2014,5,ATL,Ricardo,Allen,DB,22,
2014,5,CAR,Bene,Benwikere,DB,23,
2014,5,TAM,Kevin,Pamphile,T,23,
2014,5,SFO,Aaron,Lynch,DE,21,
2014,5,TEN,Avery,Williamson,LB,22,
2014,5,NYG,Nat,Berhe,DB,23,
2014,5,BUF,Cyril,Richardson,G,23,
2014,5,NYJ,Jeremiah,George,LB,22,
2014,5,MIA,Arthur,Lynch,TE,24,
2014,5,DEN,Lamin,Barrow,LB,23,
2014,5,PIT,Shaquille,Richardson,DB,22,
2014,5,DET,Caraun,Reid,DT,22,
2014,5,JAX,Chris,Smith,DE,22,
2014,5,ARI,Ed,Stinson,DE,24,
2014,5,GNB,Corey,Linsley,C,23,
2014,5,PHI,Ed,Reynolds,DB,22,
2014,5,KAN,Aaron,Murray,QB,23,
2014,5,CIN,A.J.,McCarron,QB,24,
2014,5,SDG,Ryan,Carrethers,DT,23,
2014,5,IND,Jonathan,Newsome,LB,23,
2014,5,NOR,Vinnie,Sunseri,DB,22,
2014,5,ATL,Marquis,Spruill,LB,23,
2014,5,NOR,Ronald,Powell,LB,23,
2014,5,SFO,Keith,Reaser,DB,23,
2014,5,MIA,Jordan,Tripp,LB,23,
2014,5,SEA,Jimmy,Staten,DT,23,
2014,5,PIT,Wesley,Johnson,C,23,
2014,5,NYG,Devon,Kennard,DE,23,
2014,5,BAL,John,Urschel,G,23,
2014,5,GNB,Jared,Abbrederis,WR,23,
2014,6,HOU,Jeoffrey,Pagan,DE,21,
2014,6,TEN,Zach,Mettenberger,QB,23,
2014,6,NWE,Jon,Halapio,G,23,
2014,6,SFO,Kenneth,Acker,DB,22,
2014,6,HOU,Alfred,Blue,RB,23,
2014,6,MIN,Antone,Exum,DB,23,
2014,6,CHI,David,Fales,QB,23,
2014,6,MIN,Kendall,James,DB,23,
2014,6,TAM,Robert,Herron,WR,22,
2014,6,WAS,Lache,Seastrunk,RB,23,
2014,6,NYG,Bennett,Jackson,DB,23,
2014,6,STL,E.J.,Gaines,DB,22,
2014,6,DET,T.J.,Jones,WR,22,
2014,6,MIA,Matt,Hazel,WR,22,
2014,6,CHI,Pat,O'Donnell,P,23,
2014,6,PIT,Jordan,Zumwalt,LB,22,
2014,6,KAN,Zach,Fulton,G,23,
2014,6,BAL,Keith,Wenning,QB,23,
2014,6,NYJ,Brandon,Dixon,DB,24,
2014,6,ARI,Walt,Powell,WR,22,
2014,6,GNB,Demetri,Goodson,DB,25,
2014,6,NWE,Zach,Moore,DE,24,
2014,6,SEA,Garrett,Scott,T,22,
2014,6,KAN,Laurent,Duvernay-Tardif,G,23,
2014,6,SDG,Marion,Grice,RB,23,
2014,6,NOR,Tavon,Rooks,T,24,
2014,6,IND,Andrew,Jackson,LB,22,
2014,6,CAR,Tyler,Gaffney,RB,23,
2014,6,JAX,Luke,Bowanko,C,23,
2014,6,NWE,Jemea,Thomas,DB,24,
2014,6,DEN,Matt,Paradis,C,24,
2014,6,SEA,Eric,Pinkins,DB,23,
2014,6,NYJ,Quincy,Enunwa,WR,22,
2014,6,NYJ,IK,Enemkpali,DT,23,
2014,6,HOU,Jay,Prosch,FB,22,
2014,6,CIN,Marquis,Flowers,LB,22,
2014,6,NYJ,Tajh,Boyd,QB,24,
2014,6,STL,Garrett,Gilbert,QB,23,
2014,6,PIT,Daniel,McCullers,DT,22,
2014,7,HOU,Andre,Hal,DB,22,
2014,7,WAS,Ted,Bolser,TE,23,
2014,7,BAL,Michael,Campanaro,WR,23,
2014,7,OAK,TJ,Carrie,DB,24,
2014,7,MIN,Shamar,Stephen,DT,23,
2014,7,BUF,Randell,Johnson,LB,23,
2014,7,JAX,Storm,Johnson,RB,22,
2014,7,MIN,Brandon,Watts,LB,23,
2014,7,PHI,Beau,Allen,DT,22,
2014,7,MIN,Jabari,Price,DB,22,
2014,7,STL,Mitchell,Van,T,23,
2014,7,SEA,Kiero,Small,RB,25,
2014,7,WAS,Zach,Hocker,K,23,
2014,7,DET,Nate,Freese,K,24,
2014,7,PIT,Rob,Blanchflower,TE,24,
2014,7,DAL,Ben,Gardner,DE,24,
2014,7,IND,Ulrick,John,T,22,
2014,7,NYJ,Trevor,Reilly,LB,26,
2014,7,MIA,Terrence,Fede,DE,22,
2014,7,OAK,Shelby,Harris,DE,23,
2014,7,GNB,Jeff,Janis,WR,23,
2014,7,BUF,Seantrel,Henderson,T,22,
2014,7,DAL,Will,Smith,LB,22,
2014,7,CIN,James,Wright,WR,22,
2014,7,SDG,Tevin,Reese,WR,23,
2014,7,STL,C.B.,Bryant,DB,22,
2014,7,DEN,Corey,Nelson,LB,22,
2014,7,SFO,Kaleb,Ramsey,DE,25,
2014,7,NWE,Jeremy,Gallon,WR,24,
2014,7,SFO,Trey,Millard,FB,23,
2014,7,CHI,Charles,Leno,T,22,
2014,7,OAK,Jonathan,Dowling,DB,22,
2014,7,DAL,Ahmad,Dixon,DB,23,
2014,7,STL,Michael,Sam,DE,24,
2014,7,STL,Demetrius,Rhaney,G,22,
2014,7,DAL,Ken,Bishop,DT,24,
2014,7,CIN,Lavelle,Westbrooks,DB,22,
2014,7,ATL,Yawin,Smallwood,LB,22,
2014,7,DAL,Terrance,Mitchell,DB,22,
2014,7,ATL,Tyler,Starr,LB,23,
2014,7,HOU,Lonnie,Ballentine,DB,21,
2013,1,KAN,Eric,Fisher,T,22,
2013,1,JAX,Luke,Joeckel,T,21,
2013,1,MIA,Dion,Jordan,DE,23,
2013,1,PHI,Lane,Johnson,T,23,
2013,1,DET,Ezekiel,Ansah,DE,24,
2013,1,CLE,Barkevious,Mingo,LB,22,
2013,1,ARI,Jonathan,Cooper,G,23,
2013,1,STL,Tavon,Austin,WR,22,
2013,1,NYJ,Dee,Milliner,DB,22,
2013,1,TEN,Chance,Warmack,G,22,
2013,1,SDG,D.J.,Fluker,T,22,
2013,1,OAK,D.J.,Hayden,DB,23,
2013,1,NYJ,Sheldon,Richardson,DT,22,
2013,1,CAR,Star,Lotulelei,DT,23,
2013,1,NOR,Kenny,Vaccaro,DB,22,
2013,1,BUF,EJ,Manuel,QB,23,
2013,1,PIT,Jarvis,Jones,LB,23,
2013,1,SFO,Eric,Reid,DB,21,
2013,1,NYG,Justin,Pugh,T,23,
2013,1,CHI,Kyle,Long,G,24,
2013,1,CIN,Tyler,Eifert,TE,23,
2013,1,ATL,Desmond,Trufant,DB,23,
2013,1,MIN,Sharrif,Floyd,DT,22,
2013,1,IND,Bjoern,Werner,DE,23,
2013,1,MIN,Xavier,Rhodes,DB,23,
2013,1,GNB,Datone,Jones,DE,23,
2013,1,HOU,DeAndre,Hopkins,WR,21,
2013,1,DEN,Sylvester,Williams,DT,24,
2013,1,MIN,Cordarrelle,Patterson,WR,22,
2013,1,STL,Alec,Ogletree,LB,22,
2013,1,DAL,Travis,Frederick,C,22,
2013,1,BAL,Matt,Elam,DB,22,
2013,2,JAX,Jonathan,Cyprien,DB,23,
2013,2,TEN,Justin,Hunter,WR,22,
2013,2,PHI,Zach,Ertz,TE,22,
2013,2,DET,Darius,Slay,DB,22,
2013,2,CIN,Giovani,Bernard,RB,21,
2013,2,SDG,Manti,Te'o,LB,22,
2013,2,NYJ,Geno,Smith,QB,22,
2013,2,SFO,Tank,Carradine,DE,24,
2013,2,BUF,Robert,Woods,WR,21,
2013,2,OAK,Menelik,Watson,T,24,
2013,2,TAM,Johnthan,Banks,DB,23,
2013,2,CAR,Kawann,Short,DT,24,
2013,2,ARI,Kevin,Minter,LB,22,
2013,2,BUF,Kiko,Alonso,LB,23,
2013,2,DAL,Gavin,Escobar,TE,22,
2013,2,PIT,Le'Veon,Bell,RB,21,
2013,2,NYG,Johnathan,Hankins,DT,21,
2013,2,CHI,Jonathan,Bostic,LB,22,
2013,2,WAS,David,Amerson,DB,21,
2013,2,NWE,Jamie,Collins,LB,23,
2013,2,CIN,Margus,Hunt,DE,26,
2013,2,MIA,Jamar,Taylor,DB,23,
2013,2,SFO,Vance,McDonald,TE,23,
2013,2,BAL,Arthur,Brown,LB,23,
2013,2,HOU,D.J.,Swearinger,DB,22,
2013,2,DEN,Montee,Ball,RB,22,
2013,2,NWE,Aaron,Dobson,WR,22,
2013,2,ATL,Robert,Alford,DB,24,
2013,2,GNB,Eddie,Lacy,RB,23,
